ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
831,SGP,Singapore,People's Action Party,PAP,SGP_ People's Action Party,SGP_ PAP,6,11,1, ,2,3,4,3,3, ,9.6,9.14285714285714,5.45454545454545,3.57142857142857,0,2,9.71428571428571,8.84615384615385,1,4,8.42857142857143,6.25,1,3,6.22222222222222,3.54545454545455,5.3,4.11111111111111,7.66666666666667,3.8,4.11111111111111,8,3.7,7.53846153846154,9.53846153846154,1.53846153846154,8.6, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,69.9,93.3,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, ,7.1907876566676,48.6284727734789, ,7.4953, ,1.35085384615385, ,1.65536618948624, , ,3277, , , , , , , , ,702001, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
832,SGP,Singapore,People's Power Party,PPP,SGP_ People's Power Party,SGP_ PPP,6,11,1, ,2,4,4,1,1, ,4.8,4.66666666666667,7,3,0,2,8.33333333333333,5,1,3,8,9,1,4,8.5,8.4,7.90909090909091,4,1,3,4.66666666666667,4.5,3.33333333333333,6,5,5,3.25, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,1.1,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, , , , ,7.4953, ,-2.4953, , , , , , , , , , , , , ,-9, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
833,SGP,Singapore,Reform Party,RF,SGP_ Reform Party,SGP_ RF,6,11,1, ,3,3,3,1,1, ,6.53846153846154,5.8,6,5.75,1,3,8.2,2.875,0,2,6.16666666666667,5.33333333333333,1,3,6.4,6.6,7,5,7,3,2.4,2.33333333333333,1.4,4.57142857142857,4.8,6.16666666666667,1.5, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,2.6,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, , , , ,7.4953, ,-4.6203, , , , ,5640, , , , , , , , ,-9, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
834,SGP,Singapore,Singapore Democratic Alliance,SDA,SGP_ Singapore Democratic Alliance,SGP_ SDA,6,11,1, ,1, ,0,1,1, ,5.5,4.66666666666667,4.83333333333333,4,0,2,7,4,0,2,7, , , ,8.5,8.33333333333333,8.63636363636364, ,3,3.5,2.5,2.66666666666667,1.33333333333333,3.5,3,5,2.66666666666667, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,2.1,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, , , , ,7.4953, ,-3.4953, , , , ,5913, , , , , , , , ,-9, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
835,SGP,Singapore,Singapore Democratic Party,SDP,SGP_ Singapore Democratic Party,SGP_ SDP,6,11,1, ,1,3,3,2,1, ,8.28571428571429,8.7,4.91666666666667,2.91666666666667,0,2,7.2,2.53846153846154,0,2,7.92307692307692,5.45454545454545,1,3,5.75,7,2.83333333333333,3.42857142857143,7,2.81818181818182,2.08333333333333,2.5,1.18181818181818,2.7,4.33333333333333,3.83333333333333,1.16666666666667, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,3.8,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, ,6.00780862352808,59.5838331072158, ,7.4953, ,-4.95683846153846, ,-3.46934708506654, , ,3561, , , , , , , , ,702003, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
836,SGP,Singapore,Singapore People’s Party,SPP,SGP_ Singapore People’s Party,SGP_ SPP,6,11,1, ,3,2,1,1,1, ,6.7,6,5.5,5.33333333333333,1,3,7.25,3.8,0,2,7,3,0,2,8,8.5,7.9, ,3,3,3,2.75,1.75,4.5,6,3.75,2.16666666666667, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,2.2,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, , , , ,7.4953, ,-3.6953, , , , ,4255, , , , , , , , ,-9, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
837,SGP,Singapore,Singaporeans First,SF,SGP_ Singaporeans First,SGP_ SF,6,11,1, ,2,3,4,1,1, ,6,6.83333333333333,5.28571428571429,3,0,2,7.25,5.4,1,3,7.25,5.5,1,3,8.5,9.14285714285714,6.8,7,3.75,2,3,3.66666666666667,1.5,5.2,6.66666666666667,7,2.66666666666667, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,2.3,0,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, , , , ,7.4953, ,-2.0953, , , , , , , , , , , , , ,-9, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
838,SGP,Singapore,Workers' Party,WP,SGP_ Workers' Party,SGP_ WP,6,11,1, ,2,2,2,3,2, ,9.2,8.57142857142857,4.75,3.27272727272727,0,2,8.38461538461539,5.72727272727273,1,3,6,4.875,0,2,4.875,6.85714285714286,2.72727272727273,2.57142857142857,8.14285714285714,3,2.33333333333333,2.25,1.27272727272727,3.8,5.5,2.11111111111111,1.27272727272727, ,1967.23076923077,.769230769230769,.692307692307692,.615384615384615,2.33333333333333,4.07692307692308,7.92307692307692,14.0929306030273,42.6730751037598,EN, ,SGP_11092015_L1,2015,12.5,6.7,1.98323767516947,1.14288587827351,17.046993869888, , , , , , , , , , , , , , , , , , ,0, ,6.80243598872895,57.7926984570252, ,7.4953, ,-1.76802727272727, ,-1.07516326145622, , ,3278, , , , , , , , ,702002, ,Singapore,830,200,3,7,13,0,0, ,-2,-2,1,4,4,554.86,3047132,4027887,5638676,90091.4151726294,84,85,52.6421279907227,1,.397,.326,.792, , , , , , ,93.6, , ,.627,3.096,3,.321,2.004,2,.412,1.863,2,.585,2.556,3,1.386,3.353,4,.214,.69
839,SLB,Solomon Islands,Democratic Alliance Party,SIDP,SLB_ Democratic Alliance Party,SLB_ SIDP,6,5,1, ,0,2,2,2,3, ,2,3.5,7, , , , ,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,7.7,14,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5911, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
840,SLB,Solomon Islands,Independent,Ind.,SLB_ Independent,SLB_ Ind.,6,5,1, ,0, ,0,3,3, ,2,3.5, , , , , ,7,1,3, , , , , , ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,55.4,64,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5022, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
841,SLB,Solomon Islands,Kadare Party of Solomon Islands,Kadare,SLB_ Kadare Party of Solomon Islands,SLB_ Kadare,6,5,1, ,0,2,2,2,1, ,2.5,3.5,7, , , , ,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,4.6,2,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5943, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
842,SLB,Solomon Islands,People's Alliance Party,PAP,SLB_ People's Alliance Party,SLB_ PAP,6,5,1, ,2,2,2,2,2, ,3,3.5,7,4,0,2, ,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,4.4,6,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5282, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
843,SLB,Solomon Islands,Solomon Islands Party for Rural Advancement,SIPRA,SLB_ Solomon Islands Party for Rural Advancement,SLB_ SIPRA,6,5,1, ,0,2,2,2,1, ,3,3.5,7, , , ,8,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,4.4,2,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
844,SLB,Solomon Islands,Solomon Islands People First Party,PFP,SLB_ Solomon Islands People First Party,SLB_ PFP,6,5,1, ,2,2,2,2,1, ,2.5,3.5,7,4,0,2,7,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,3.8,2,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5952, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
845,SLB,Solomon Islands,United Democratic Party,UDP,SLB_ United Democratic Party,SLB_ UDP,6,5,1, ,0,2,2,3,3, ,2.5,3.5,7, , , , ,7,1,3,2,4,0,2,4, ,10, , , , , ,9, , , , , ,1974,1,0,0, ,3,10,-35.2816009521484,149.118896484375,EN, ,SLB_19112014_L1,2014,10.6,10,3.01647295882816,2.25225225225225,8.13418711365801, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5929, , , , , , , , ,-9, ,Solomon Islands,940,203,3,9,15,0,0, ,8,8,1,3,3,27157.469,311866,412660,652858,2149.82503398787,63.6,44,56.7123718261719,2,.578,.415,.45, , , , , , ,89.9, , ,1.46,3.643,4,.162,1.843,2,-2.095,.261,0,-1.445,.708,1,-.827,1.051,1,.831,.137
846,SLE,Sierra Leone,All People's Congress ,APC,SLE_ All People's Congress ,SLE_ APC,4,1,0, ,2,2,2, , , ,7,9,7,2,0,1,9,7,1,3,4,3,0,2,1,4,1, ,10,7,8, ,8, ,9, ,10, ,1965,0,0,0, ,3,6,8.49000549316406,-13.2342071533203,EN, ,SLE_31032018_P2,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4045, , , , , , , , ,-9, ,Sierra Leone,451,95, ,4,6, ,0, , , , , , ,72952.343,4319762,4584571,7650154,1421.46941800711,60,30,53.0527191162109,2,.586,.385,.618,.269,2.866,3,0,0,1, ,84.2,81.5,1.685,3.742,4,1.131,2.779,3,1.342,2.716,3,-2.045,.368,0,1.298,3.29,4,.642,.593
847,SLE,Sierra Leone,Coalition for Change,C4C,SLE_ Coalition for Change,SLE_ C4C,4,1,0, ,0, ,0, , , ,4, , , , , , , , , , , , , , , ,10, ,10, , , , , , , , , ,1965,0,0,0, ,3,6,8.49000549316406,-13.2342071533203,EN, ,SLE_31032018_P2,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7649, , , , , , , , ,-9, ,Sierra Leone,451,95, ,4,6, ,0, , , , , , ,72952.343,4319762,4584571,7650154,1421.46941800711,60,30,53.0527191162109,2,.586,.385,.618,.269,2.866,3,0,0,1, ,84.2,81.5,1.685,3.742,4,1.131,2.779,3,1.342,2.716,3,-2.045,.368,0,1.298,3.29,4,.642,.593
848,SLE,Sierra Leone,Independents,Ind.,SLE_ Independents,SLE_ Ind.,4,1,0, ,0, ,0, , , ,3, , , , , , , , , , , , , , , ,10, , , , , , , , , , , ,1965,0,0,0, ,3,6,8.49000549316406,-13.2342071533203,EN, ,SLE_31032018_P2,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3505, , , , , , , , ,-9, ,Sierra Leone,451,95, ,4,6, ,0, , , , , , ,72952.343,4319762,4584571,7650154,1421.46941800711,60,30,53.0527191162109,2,.586,.385,.618,.269,2.866,3,0,0,1, ,84.2,81.5,1.685,3.742,4,1.131,2.779,3,1.342,2.716,3,-2.045,.368,0,1.298,3.29,4,.642,.593
849,SLE,Sierra Leone,National Grand Coalition,NGC,SLE_ National Grand Coalition,SLE_ NGC,4,1,0, ,0, ,0, , , ,4, , , , , , , , , , , , , , , ,10, ,10, , , , , , , , , ,1965,0,0,0, ,3,6,8.49000549316406,-13.2342071533203,EN, ,SLE_31032018_P2,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7651, , , , , , , , ,-9, ,Sierra Leone,451,95, ,4,6, ,0, , , , , , ,72952.343,4319762,4584571,7650154,1421.46941800711,60,30,53.0527191162109,2,.586,.385,.618,.269,2.866,3,0,0,1, ,84.2,81.5,1.685,3.742,4,1.131,2.779,3,1.342,2.716,3,-2.045,.368,0,1.298,3.29,4,.642,.593
850,SLE,Sierra Leone,Sierra Leone People's Party,SLPP,SLE_ Sierra Leone People's Party,SLE_ SLPP,4,1,0, ,2,2,2, , , ,99, , ,2,0,1,9,7,1,3,4,3,0,2,1,2,1, ,10,7,8, ,9, ,9, ,10, ,1965,0,0,0, ,3,6,8.49000549316406,-13.2342071533203,EN, ,SLE_31032018_P2,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4047, , , , , , , , ,-9, ,Sierra Leone,451,95, ,4,6, ,0, , , , , , ,72952.343,4319762,4584571,7650154,1421.46941800711,60,30,53.0527191162109,2,.586,.385,.618,.269,2.866,3,0,0,1, ,84.2,81.5,1.685,3.742,4,1.131,2.779,3,1.342,2.716,3,-2.045,.368,0,1.298,3.29,4,.642,.593
852,SLV,El Salvador,Christian Democratic Party,PDC,SLV_ Christian Democratic Party,SLV_ PDC,2,11,1, ,4,2,2, ,1, ,9,7.6,5.8,5.75,1,3,7.66666666666667,8.5,1,4,8.33333333333333,3.66666666666667,0,2,3.66666666666667,1,3.75,5.75,6.5,6,4,5,4.2,3,6.33333333333333,5.5,3, ,1966.16666666667,.833333333333333,.166666666666667,.166666666666667,5.66666666666667,4,8.33333333333333,33.0498504638672,-92.1229248046875,EN, ,SLV_04032018_L1,2018, ,2.4, ,4.05727245801737, , , , , , , , , , , , , , , , , , , ,0,6.6,8.83333333333333,69.2307692307692,6.3,8.5799,-.55,-.0799000000000003,-.85,-.333333333333332, , ,11, , , , , , , , ,222003, ,El Salvador,92,22,9,2,17,0,0, ,8,8,2,2,3,20692.839,5270079,5887936,6420744,7393.00673502571,75.8,35,53.726245880127,2,.672,.455,.691,.758,3.252,3,7,1, ,43.25,47.96,58.4,1.66,3.732,4,2.221,3.574,4,2.411,3.472,4,1.212,3.104,3,2.041,3.741,4,.399,.932
853,SLV,El Salvador,Farabundo Marti National Liberation Front,FMLN,SLV_ Farabundo Marti National Liberation Front,SLV_ FMLN,2,11,1, ,1,3,3, ,3, ,9.125,6.75,5.8,2.4,0,1,9.16666666666667,4,0,2,5.75,5.16666666666667,1,3,4.8,2.5,2.5,2.25,8,3.2,2,4.33333333333333,5.4,3.5,4.6,6,4, ,1966.16666666667,.833333333333333,.166666666666667,.166666666666667,5.66666666666667,4,8.33333333333333,33.0498504638672,-92.1229248046875,EN, ,SLV_04032018_L1,2018, ,21.4, ,4.05727245801737, , , , , , , , , , , , , , , , , , , ,0,3.66901408450704,8.22610722610723,74.5033112582781,6.3,8.5799,-3.9,-4.5799,-1.26901408450704,-4.22610722610723, , ,978, , , , , , , , ,222002, ,El Salvador,92,22,9,2,17,0,0, ,8,8,2,2,3,20692.839,5270079,5887936,6420744,7393.00673502571,75.8,35,53.726245880127,2,.672,.455,.691,.758,3.252,3,7,1, ,43.25,47.96,58.4,1.66,3.732,4,2.221,3.574,4,2.411,3.472,4,1.212,3.104,3,2.041,3.741,4,.399,.932
855,SLV,El Salvador,Grand Alliance for National Unity,GANA,SLV_ Grand Alliance for National Unity,SLV_ GANA,2,11,1, ,4,3,4, ,3, ,7.5,6,7,7.5,1,4,8.33333333333333,8.2,1,4,7.75,6.8,1,3,6,6,6.5,6,6.25,7.5,8,5.33333333333333,5.33333333333333,3.5,7,8.33333333333333,6, ,1966.16666666667,.833333333333333,.166666666666667,.166666666666667,5.66666666666667,4,8.33333333333333,33.0498504638672,-92.1229248046875,EN, ,SLV_04032018_L1,2018, ,11.9, ,4.05727245801737, , , , , , , , , , , , , , , , , , , ,0, , , ,6.3,8.5799,1.2,-.379900000000001, , , , ,4224, , , , , , , , ,-9, ,El Salvador,92,22,9,2,17,0,0, ,8,8,2,2,3,20692.839,5270079,5887936,6420744,7393.00673502571,75.8,35,53.726245880127,2,.672,.455,.691,.758,3.252,3,7,1, ,43.25,47.96,58.4,1.66,3.732,4,2.221,3.574,4,2.411,3.472,4,1.212,3.104,3,2.041,3.741,4,.399,.932
858,SLV,El Salvador,National Coalition Party,PCN,SLV_ National Coalition Party,SLV_ PCN,2,11,1, ,4,3,4, ,2, ,7.83333333333333,8,5,8.2,1,4,7.2,8.8,1,4,6.8,5.25,1,3,4.5,1,8.33333333333333,8,4.33333333333333,8.2,8,6.5,8.2,7,8.5,6,8.66666666666667, ,1966.16666666667,.833333333333333,.166666666666667,.166666666666667,5.66666666666667,4,8.33333333333333,33.0498504638672,-92.1229248046875,EN, ,SLV_04032018_L1,2018, ,9.5, ,4.05727245801737, , , , , , , , , , , , , , , , , , , ,0,6.0625,8.75925925925926,70.8333333333333,6.3,8.5799,1.9,.2201,2.1375,.0407407407407412, , ,686, , , , , , , , ,222005, ,El Salvador,92,22,9,2,17,0,0, ,8,8,2,2,3,20692.839,5270079,5887936,6420744,7393.00673502571,75.8,35,53.726245880127,2,.672,.455,.691,.758,3.252,3,7,1, ,43.25,47.96,58.4,1.66,3.732,4,2.221,3.574,4,2.411,3.472,4,1.212,3.104,3,2.041,3.741,4,.399,.932
860,SLV,El Salvador,Nationalist Republican Alliance,ARENA,SLV_ Nationalist Republican Alliance,SLV_ ARENA,2,11,1, ,4,3,4, ,3, ,8.75,7.33333333333333,6.25,8.83333333333333,1,4,9.16666666666667,9,1,4,8.83333333333333,5.2,1,3,5.2,1,8.66666666666667,9,5.6,8.2,9,5.6,7.33333333333333,7.66666666666667,8,6,5.75, ,1966.16666666667,.833333333333333,.166666666666667,.166666666666667,5.66666666666667,4,8.33333333333333,33.0498504638672,-92.1229248046875,EN, ,SLV_04032018_L1,2018, ,41.7, ,4.05727245801737, , , , , , , , , , , , , , , , , , , ,0,7.87545787545788,8.49837133550489,65.0326797385621,6.3,8.5799,2.53333333333333,.4201,.957875457875458,.501628664495113, , ,1709, , , , , , , , ,222001, ,El Salvador,92,22,9,2,17,0,0, ,8,8,2,2,3,20692.839,5270079,5887936,6420744,7393.00673502571,75.8,35,53.726245880127,2,.672,.455,.691,.758,3.252,3,7,1, ,43.25,47.96,58.4,1.66,3.732,4,2.221,3.574,4,2.411,3.472,4,1.212,3.104,3,2.041,3.741,4,.399,.932
861,SOM,Somalia,Democratic Party of Somalia,DPS,SOM_ Democratic Party of Somalia,SOM_ DPS,4,3,0, ,4,4,4, , , ,2,5,5,8,1,4,9,6,1,3,9,8,1,4,8, ,10,7, ,9,8,5.5,4,8,9.5,10,9.5, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
862,SOM,Somalia,Greater Somalia League,GSL,SOM_ Greater Somalia League,SOM_ GSL,4,3,0, ,0, ,0, , , ,2,7,8, , , , ,3,0,2, , , , ,9, ,10, ,0, , ,8,0, ,10,9,10, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
863,SOM,Somalia,Peace and Development Party,PDP,SOM_ Peace and Development Party,SOM_ PDP,4,3,0, ,4,4,4, , , ,2,5.5,5,9,1,4,7,5,1,3,6.5,9,1,4,7,9,10,7, ,5.5, ,7,4.5,8,9,9,9, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
