,country,eastwest,eumember,year,expert,party_id,cmp_id,party,vote,seat,electionyear,epvote,family,govt,eu_position,eu_salience,eu_dissent,eu_blur,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,lrecon_salience,lrecon_dissent,lrecon_blur,galtan,galtan_salience,galtan_dissent,galtan_blur,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,econ_interven,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principles,relig_salience,immigrate_policy,immigrate_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,protectionism,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,nationalism,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,mip_one,mip_two,mip_three,chesversion
105,dk,west,EU member state,2010.0,11.0,211.0,13420.0,V,26.2,25.7,2007.0,20.239999771118164,liberal,in government,6.090909004211426,3.6363633,2.4444444,,1.0,5.44444465637207,,6.818181991577148,,,,6.0,,,5.599999904632568,4.666666507720947,7.0,7.090909004211426,,,,5.900000095367432,,,,6.363636493682861,7.363636493682861,6.900000095367432,5.111111164093018,5.909090995788574,5.181818008422852,,7.400000095367432,6.099999904632568,3.9000000953674316,4.666666507720947,2.875,3.299999952316284,7.7272725105285645,6.909090995788574,,7.0,7.0,,6.7272725105285645,5.545454502105713,6.6363635,3.909091,,,,5.25,4.5,3.0,6.6,,,6.545454502105713,6.363636493682861,,,,,,,,,,,2020.1
106,dk,west,EU member state,2010.0,11.0,203.0,13620.0,KF,10.4,10.1,2007.0,12.6899995803833,cons,in government,5.909090995788574,3.3333333,2.5,,1.1818181,5.55555534362793,,6.454545497894287,,,,5.25,,,4.900000095367432,3.777777671813965,7.545454978942871,7.818181991577148,,,,6.699999809265137,,,,8.090909004211426,8.363636016845703,7.5,5.222222328186035,6.454545497894287,5.909090995788574,,8.300000190734863,7.300000190734863,6.0,5.0,4.25,4.599999904632568,7.7272725105285645,6.7272725105285645,,7.4545455,6.7272725,,3.454545497894287,3.299999952316284,6.818182,4.5,,,,5.625,3.125,3.0,6.6,,,6.900000095367432,6.363636493682861,,,,,,,,,,,2020.1
107,dk,west,EU member state,2010.0,11.0,201.0,13320.0,SD,25.5,25.1,2007.0,21.489999771118164,socialist,not in government,5.909090995788574,4.242424,3.2,,1.0,5.666666507720947,,5.454545497894287,,,,5.25,,,5.599999904632568,4.699999809265137,4.181818008422852,3.8181819915771484,,,,center,,,,3.0,7.818181991577148,4.5,4.666666507720947,3.1818182468414307,6.818181991577148,,5.5,5.400000095367432,3.799999952316284,4.111111164093018,3.125,3.0999999046325684,6.363636493682861,5.818181991577148,,6.181818,6.3636365,,3.6363637447357178,3.3636362552642822,4.3636365,4.818182,,,,5.625,3.375,3.8,5.7,,,5.545454502105713,5.909090995788574,,,,,,,,,,,2020.1
108,dk,west,EU member state,2014.0,11.0,201.0,13320.0,SD,24.5,24.6,2011.0,19.1,socialist,in government,6.0,4.4545455,3.7272727,,1.0,5.714285850524902,,5.5,,5.0,,4.800000190734863,,,5.777777671813965,4.285714149475098,4.400000095367432,3.9000000953674316,7.3333335,,,5.199999809265137,4.5555553,,,4.099999904632568,,4.125,,3.25,,3.3,5.222222328186035,,2.9000000953674316,,2.6666667461395264,,5.5,,,5.4,,,3.8888888359069824,,4.2222223,,,,,5.0,,3.2222223,,,,5.0,,4.8,,,,2.8,2.3,,public services vs taxes,redistribution,state intervention,2020.1
109,dk,west,EU member state,2014.0,11.0,215.0,13720.0,DF,12.2,12.3,2011.0,26.6,rad right,not in government,1.9090908765792847,7.2727275,1.0909091,,2.8181818,3.25,,3.6666667461395264,,1.5555556,,2.799999952316284,,,1.8888888359069824,1.1111111640930176,6.900000095367432,4.5,4.888889,,,8.399999618530273,7.2222223,,,4.0,,4.5,,3.625,,4.6,8.55555534362793,,6.199999809265137,,4.777777671813965,,9.699999809265137,,,9.5,,,6.55555534362793,,6.888889,,,,,5.0,,3.7777777,,,,8.0,,9.111111,,,,6.9,2.4444444,,immigration,public services vs taxes,EU integration,2020.1
110,dk,west,EU member state,2014.0,11.0,213.0,13229.0,EL,6.6,6.7,2011.0,,rad left,not in government,1.8181818723678589,6.2727275,1.8181819,,2.7272727,3.625,,2.1111111640930176,,1.5555556,,3.0,,,1.7777777910232544,4.166666507720947,1.2000000476837158,1.0,6.4444447,,,2.0999999046325684,5.7777777,,,0.6000000238418579,,1.0,,0.5,,0.6,1.5555555820465088,,1.0,,0.6666666865348816,,1.600000023841858,,,1.5,,,2.8888888359069824,,0.7777778,,,,,5.428571,,7.7777777,,,,1.375,,2.6,,,,5.9,3.4,,redistribution,public services vs taxes,state intervention,2020.1
111,dk,west,EU member state,2014.0,11.0,206.0,13230.0,SF,9.1,8.9,2011.0,11.0,rad left,0.5,4.636363506317139,4.3636365,5.0,,1.4545455,5.4285712242126465,,4.25,,3.0,,3.799999952316284,,,3.625,4.333333492279053,2.9000000953674316,2.299999952316284,6.2222223,,,3.0999999046325684,5.111111,,,2.0999999046325684,,2.25,,2.0,,1.6,3.1111111640930176,,1.600000023841858,,1.4444444179534912,,2.799999952316284,,,2.8,,,3.555555582046509,,1.7777778,,,,,4.285714,,6.0,,,,3.125,,3.2,,,,2.9,2.4,,redistribution,public services vs taxes,environment,2020.1
112,dk,west,EU member state,2014.0,11.0,211.0,13420.0,V,26.4,26.3,2011.0,16.7,liberal,not in government,5.818181991577148,5.090909,3.1,,1.0909091,5.142857074737549,,6.25,,4.7777777,,5.400000095367432,,,5.888888835906982,3.2857143878936768,7.0,7.300000190734863,8.0,,,5.699999809265137,5.111111,,,7.400000095367432,,7.25,,7.0,,6.4,7.0,,3.5999999046325684,,3.222222328186035,,7.699999809265137,,,7.1,,,7.222222328186035,,7.2222223,,,,,3.4285715,,1.6666666,,,,6.875,,6.5,,,,2.8,2.1,,public services vs taxes,immigration,tie: deregulation and redistribution,2020.1
113,dk,west,EU member state,2014.0,11.0,218.0,13001.0,LA,4.9,5.0,2011.0,2.9,liberal,not in government,3.799999952316284,4.2727275,1.8571428,,1.8888888,4.142857074737549,,6.125,,3.3333333,,3.5999999046325684,,,3.7142856121063232,3.5,7.900000095367432,9.100000381469727,8.333333,,,2.555555582046509,5.3333335,,,9.333333015441895,,9.11111068725586,,8.25,,8.6,5.142857074737549,,1.5,,1.2222222089767456,,4.099999904632568,,,4.888889,,,2.625,,7.75,,,,,3.0,,4.3333335,,,,5.125,,4.5555553,,,,3.125,2.1,,public services vs taxes,deregulation,state intervention,2020.1
114,dk,west,EU member state,2014.0,11.0,202.0,13410.0,RV,9.4,9.5,2011.0,6.5,liberal,in government,strongly in favor,6.2727275,1.0909091,,1.0,6.285714149475098,,6.75,,5.888889,,5.199999809265137,,,6.44444465637207,5.714285850524902,5.699999809265137,6.5,7.888889,,,1.899999976158142,6.4444447,,,6.099999904632568,,6.0,,5.25,,4.888889,3.125,,1.2000000476837158,,1.7777777910232544,,2.5999999046325684,,,2.1,,,2.777777671813965,,3.0,,,,,3.857143,,4.0,,,,3.0,,2.0,,,,1.1,2.3,,public services vs taxes,civil liberties,multiculturalism,2020.1
115,dk,west,EU member state,2014.0,11.0,203.0,13620.0,KF,4.9,4.5,2011.0,9.1,cons,not in government,5.5,4.090909,3.875,,1.1,4.714285850524902,,6.4285712242126465,,4.714286,,4.5,,,5.5714287757873535,3.6666667461395264,7.0,7.599999904632568,7.625,,,7.199999809265137,4.888889,,,7.5,,6.625,,6.75,,6.3,7.222222328186035,,5.300000190734863,,5.666666507720947,,7.099999904632568,,,7.3,,,5.222222328186035,,6.6666665,,,,,4.6666665,,2.0,,,,6.375,,7.1,,,,2.5,2.1,,public services vs taxes,nationalism,tie: redistribution and social lifestyle,2020.1
116,dk,west,EU member state,2014.0,11.0,217.0,,FolkB,,,2011.0,8.1,no family,not in government,1.0909091234207153,9.727273,0.2,,2.909091,3.5,,1.875,,1.25,,2.0,,,1.2222222089767456,3.1666667461395264,2.0,1.3333333730697632,4.714286,,,2.75,8.125,,,3.5,,2.25,,2.0,,1.25,1.5,,1.3333333730697632,,1.5,,1.5,,,2.0,,,5.0,,1.5,,,,,4.0,,9.333333,,,,1.5,,7.6666665,,,,8.0,2.25,,EU integration,tie: anti-elite and environment and international security,nationalism,2020.1
117,dk,west,EU member state,2019.0,14.0,218.0,13001.0,LA,2.3,2.3,2019.0,2.2,liberal,not in government,4.0714287757873535,3.642857,3.875,5.0,,,,5.833333492279053,,2.2727273,,2.777777671813965,,3.090909004211426,2.545454502105713,,8.0,8.714285850524902,8.428572,1.0,0.8888889,3.857142925262451,4.428571,5.3333335,3.9,9.384614944458008,,8.461538314819336,,9.071428298950195,7.9285712242126465,8.307693,4.357142925262451,,2.642857074737549,,1.5,,6.285714149475098,4.5714287757873535,4.785714,5.6923075,4.6923075,4.6923075,3.9285714626312256,,6.785714,2.357143,,,1.1818181,5.4,,,,,,5.307692527770996,,4.1666665,0.7692308,3.3636363,4.5,3.5384614,1.6153846,8.571428,,,,2020.1
118,dk,west,EU member state,2019.0,14.0,220.0,,NB,2.4,2.3,2019.0,,rad right,not in government,1.7857142686843872,4.714286,2.0,1.75,,,,3.700000047683716,,1.3,,2.3333332538604736,,1.0909091234207153,1.5,,9.0,8.571428298950195,5.714286,2.0,2.8888888,8.307692527770996,7.5833335,1.0,2.4,9.0,,8.230769157409668,,8.785714149475098,6.5,8.230769,8.833333015441895,,6.181818008422852,,4.777777671813965,,9.642857551574707,9.785714149475098,0.64285713,9.692307,8.846154,0.7692308,5.2727274894714355,,6.769231,1.8571428,,,3.4444444,4.5,,,,,,9.461538314819336,,9.166667,0.84615386,8.818182,5.4,6.4166665,1.6923077,9.214286,,,,2020.1
119,dk,west,EU member state,2019.0,14.0,215.0,13720.0,DF,8.7,9.1,2019.0,10.8,rad right,not in government,2.0,6.785714,1.4444444,1.75,,,,3.0833332538604736,,1.3333334,,2.8888888359069824,,1.1666666269302368,1.5833333730697632,,6.9285712242126465,4.4285712242126465,4.142857,6.0,4.6666665,8.0,7.928571,1.3333334,0.6,4.153846263885498,,5.0,,4.357142925262451,5.0,4.9166665,8.928571701049805,,5.4285712242126465,,5.0,,9.0,9.5,1.1428572,9.230769,8.615385,1.0769231,7.714285850524902,,6.785714,2.2142856,,,6.2727275,4.5833335,,,,,,9.230769157409668,,9.230769,1.0769231,7.909091,5.769231,5.6923075,1.6923077,9.357142,,,,2020.1
120,dk,west,EU member state,2019.0,14.0,219.0,,A,3.0,2.9,2019.0,3.4,green,not in government,5.384615421295166,4.285714,2.5714285,3.5,,,,4.199999809265137,,4.142857,,4.375,,5.0,3.75,,2.5,3.2142856121063232,3.4285715,3.0,4.2222223,0.9285714030265808,7.857143,0.6666667,0.8,3.0,,2.909090995788574,,2.846153736114502,4.142857074737549,3.4166667,2.538461446762085,,0.5714285969734192,,0.875,,2.0,5.5714287757873535,2.0,2.0,5.6153846,2.1666667,2.642857074737549,,2.142857,9.642858,,,3.625,4.111111,,,,,,2.230769157409668,,1.4615384,0.7692308,2.5454545,6.4615383,4.923077,1.7692307,4.076923,,,,2020.1
121,dk,west,EU member state,2019.0,14.0,203.0,13620.0,KF,6.6,6.9,2019.0,6.2,cons,not in government,5.714285850524902,4.714286,3.3333333,3.25,,,,6.25,,3.5,,4.333333492279053,,3.25,neutral towards a common foreign and security policy,,7.0714287757873535,7.5714287757873535,7.357143,1.6666666,2.2222223,6.0714287757873535,5.642857,2.3333333,2.7,7.07692289352417,,6.846153736114502,,7.214285850524902,6.642857074737549,6.3076925,7.357142925262451,,4.142857074737549,,3.777777671813965,,7.5,6.357142925262451,2.4285715,7.3846154,6.1538463,2.7692308,4.5714287757873535,,5.5,5.928571,,,3.0,4.75,,,,,,6.230769157409668,,6.3333335,1.0769231,4.4545455,3.0769231,2.1538463,1.5384616,7.285714,,,,2020.1
122,dk,west,EU member state,2019.0,14.0,206.0,13230.0,SF,7.7,8.0,2019.0,13.2,green,not in government,5.142857074737549,4.571429,3.8888888,3.75,,,,4.666666507720947,,3.0,,4.55555534362793,,4.090909004211426,3.3333332538604736,,2.642857074737549,2.5,6.142857,1.6666666,2.3333333,2.5714285373687744,5.571429,1.6666666,3.0,1.7692307233810425,,2.769230842590332,,2.0714285373687744,7.5,3.25,3.4285714626312256,,1.5714285373687744,,1.6666666269302368,,4.285714149475098,4.9285712242126465,3.0,4.6923075,5.6923075,2.6923077,3.4285714626312256,,3.357143,7.714286,,,4.7272725,5.0833335,,,,,,3.307692289352417,,3.5,0.9230769,3.0,3.6153846,2.4615386,1.6153846,4.857143,,,,2020.1
123,dk,west,EU member state,2019.0,14.0,202.0,13410.0,RV,8.6,9.1,2019.0,10.1,liberal,not in government,6.9285712242126465,7.142857,1.1111112,1.75,,,,6.5,,5.0,,5.111111164093018,,6.0,5.5,,5.0714287757873535,5.642857074737549,6.0,3.3333333,2.8888888,1.3571428060531616,7.928571,1.0,1.1,5.153846263885498,,5.461538314819336,,5.142857074737549,5.642857074737549,5.3846154,2.357142925262451,,1.1428571939468384,,1.3333333730697632,,2.0,8.285714149475098,1.3571428,2.6923077,7.923077,1.5384616,2.2142856121063232,,3.642857,7.571429,,,2.3636363,5.25,,,,,,2.461538553237915,,1.3076923,0.84615386,3.4545455,3.1538463,2.0,1.6923077,7.071429,,,,2020.1
124,dk,west,EU member state,2019.0,14.0,211.0,13420.0,v,23.4,24.6,2019.0,23.5,liberal,not in government,5.785714149475098,5.214286,4.3333335,3.75,,,,6.416666507720947,,3.8333333,,5.0,,3.25,4.333333492279053,,6.642857074737549,6.857142925262451,6.714286,2.6666667,4.111111,5.357142925262451,5.5,6.0,3.9,6.384615421295166,,6.615384578704834,,6.5,6.4285712242126465,6.0,6.785714149475098,,3.2857143878936768,,2.777777671813965,,7.5,7.0714287757873535,5.428571,7.3076925,7.0,4.8461537,7.285714149475098,,6.142857,4.642857,,,2.909091,3.8333333,,,,,,6.461538314819336,,5.1666665,0.9230769,5.6363635,3.2307692,2.5384614,1.5384616,6.785714,,,,2020.1
125,dk,west,EU member state,2019.0,14.0,213.0,13229.0,EL,6.9,7.4,2019.0,5.5,rad left,not in government,2.4285714626312256,5.769231,4.0,1.75,,,,2.75,,1.75,,3.125,,3.8333332538604736,1.8333333730697632,,1.0,1.0,7.357143,1.0,0.8888889,1.0714285373687744,7.142857,1.6666666,1.6,0.5384615659713745,,1.4615384340286255,,0.6428571343421936,9.142857551574707,1.5384616,2.142857074737549,,0.8571428656578064,,0.6666666865348816,,2.4285714626312256,6.285714149475098,1.6428572,2.5384614,6.230769,2.0769231,2.357142925262451,,3.0,8.285714,,,6.181818,5.090909,,,,,,2.0,,2.6666667,0.9230769,2.7272727,4.923077,4.1538463,1.6153846,3.857143,,,,2020.1
126,dk,west,EU member state,2019.0,14.0,201.0,13320.0,SD,25.9,27.4,2019.0,21.5,socialist,in government,5.0714287757873535,4.714286,3.1111112,5.25,,,,5.5,,3.0,,4.222222328186035,,3.0833332538604736,3.8333332538604736,,4.0,3.7142856121063232,7.357143,2.3333333,3.4444444,center,5.5,3.0,4.9,3.0,,4.153846263885498,,3.142857074737549,7.5714287757873535,3.7692308,7.0,,3.0,,1.8888888359069824,,6.857142925262451,6.9285712242126465,4.071429,7.3076925,6.923077,3.5384614,5.214285850524902,,4.785714,6.071429,,,4.2727275,5.3333335,,,,,,6.0,,5.6666665,1.0,5.090909,3.2307692,2.7692308,1.6923077,6.928571,,,,2020.1
127,ge,west,EU member state,1999.0,15.0,309.0,,DVU,1.20000004768372,0.0,1998.0,,rad right,not in government,1.5714285373687744,3.75,1.1363637,,,1.6666666269302368,1.4285714626312256,,1.5714285373687744,,,1.5,2.0,1.2000000476837158,1.3333333730697632,,9.769230842590332,7.222222328186035,,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
128,ge,west,EU member state,1999.0,15.0,301.0,41521.0,CDU,28.4,29.6,1998.0,39.29999923706055,christdem,not in government,6.733333110809326,6.25,1.7857144,,,6.433333396911621,5.766666889190674,,4.5333333015441895,,,4.961538314819336,5.9285712242126465,5.699999809265137,6.566666603088379,,5.866666793823242,5.666666507720947,,,,6.333333492279053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
129,ge,west,EU member state,1999.0,15.0,302.0,41320.0,SPD,40.9,44.5,1998.0,30.700000762939453,socialist,in government,6.199999809265137,5.6666665,2.5,,,6.266666889190674,6.366666793823242,,6.199999809265137,,,5.307692527770996,6.357142925262451,6.300000190734863,6.233333110809326,,4.0,4.066666603088379,,,,3.5999999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
130,ge,west,EU member state,1999.0,15.0,306.0,41221.0,PDS,5.1,5.4,1998.0,5.800000190734863,rad left,not in government,3.200000047683716,3.5000002,2.307692,,,4.5,4.2727274894714355,,5.307692527770996,,,4.777777671813965,4.699999809265137,4.416666507720947,2.692307710647583,,1.2666666507720947,1.0,,,,3.3333332538604736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
131,ge,west,EU member state,1999.0,15.0,305.0,,REP,1.79999995231628,0.0,1998.0,1.7000000476837158,rad right,not in government,1.75,3.541667,1.3636363,,,2.1111111640930176,1.5714285373687744,,1.7142857313156128,,,1.5714285373687744,2.4000000953674316,1.3333333730697632,1.5555555820465088,,9.214285850524902,7.222222328186035,,,,9.416666984558105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
132,ge,west,EU member state,1999.0,15.0,304.0,41113.0,Grunen,6.7,7.0,1998.0,6.400000095367432,green,in government,5.666666507720947,5.3333335,3.9285712,,,6.785714149475098,5.4285712242126465,,6.0714287757873535,,,6.090909004211426,strongly favors a common policy on environment,5.4285712242126465,5.964285850524902,,3.0,3.5333333015441895,,,,1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
133,ge,west,EU member state,1999.0,15.0,308.0,,CSU,6.7,7.0,1998.0,9.399999618530273,christdem,not in government,4.800000190734863,5.6666665,3.5714288,,,4.5,4.900000095367432,,3.7333333492279053,,,3.384615421295166,4.714285850524902,4.642857074737549,5.300000190734863,,7.199999809265137,6.5333333015441895,,,,7.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
134,ge,west,EU member state,1999.0,15.0,303.0,41420.0,FDP,6.2,6.4,1998.0,3.0,liberal,not in government,6.733333110809326,6.166667,0.7142857,,,6.642857074737549,4.642857074737549,,3.230769157409668,,,4.199999809265137,5.769230842590332,6.4285712242126465,6.5,,6.066666603088379,7.266666889190674,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
135,ge,west,EU member state,2002.0,14.0,303.0,41420.0,FDP,7.4,7.8,2002.0,3.0,liberal,not in government,6.57,6.6666665,1.6222223,,,5.75,,6.31,neutral towards a common employment policy,,2.85,3.9,5.0,6.08,6.14,,6.07,7.64,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
136,ge,west,EU member state,2002.0,14.0,302.0,41320.0,SPD,38.5,41.6,2002.0,30.700000762939453,socialist,in government,6.11,7.8666663,2.5666666,,,5.86,,5.38,6.15,,3.79,5.2,6.0,6.15,6.29,,4.0,3.57,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
137,ge,west,EU member state,2002.0,14.0,304.0,41113.0,Grunen,8.6,9.1,2002.0,6.400000095367432,green,in government,6.36,7.366667,3.0777779,,,6.43,,5.38,5.82,,3.23,4.9,6.85,5.38,6.36,,3.36,4.5,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
138,ge,west,EU member state,2002.0,13.0,301.0,41521.0,CDU,29.5,31.5,2002.0,39.29999923706055,christdem,not in government,6.64,8.333333,2.8222222,,,5.36,,5.85,4.92,,4.93,5.1,5.25,5.85,6.43,,5.93,5.86,,,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
139,ge,west,EU member state,2002.0,14.0,306.0,41221.0,PDS,4.0,0.3,2002.0,5.800000190734863,rad left,not in government,4.07,4.2999997,2.8444443,,,4.44,,2.92,4.88,,3.75,5.6,5.44,4.75,2.82,,1.64,1.29,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
140,ge,west,EU member state,2002.0,15.0,308.0,,CSU,9.0,9.6,2002.0,9.399999618530273,christdem,not in government,5.5,7.633333,3.3333333,,,4.83,,5.08,4.27,,5.14,4.3,4.75,5.0,5.93,,7.36,6.21,,,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
141,ge,west,EU member state,2006.0,11.0,302.0,41320.0,SPD,34.2,36.2,2005.0,21.5,socialist,in government,6.0,5.1666665,2.6,,,5.89,,5.1,,,,5.8,,,6.22,4.73,3.55,3.36,,,,4.45,,,,3.5,7.630000114440918,4.0,6.130000114440918,2.859999895095825,7.429999828338623,,5.710000038146973,6.570000171661377,2.5,4.329999923706055,2.430000066757202,2.0,5.429999828338623,6.860000133514404,,4.57,,,2.7100000381469727,2.569999933242798,,,4.0,4.14,,5.14,4.0,,,4.33,5.5,4.710000038146973,5.139999866485596,,,,,,,,,,,2020.1
142,ge,west,EU member state,2006.0,11.0,306.0,41222.0,Linkspartei/PDS,8.7,8.8,2005.0,6.099999904632568,rad left,not in government,3.27,3.3333333,3.86,,,5.22,,2.18,,,,5.25,,,2.67,4.67,1.27,0.91,,,,3.18,,,,0.75,7.880000114440918,0.5,7.75,0.28999999165534973,9.430000305175781,,3.2899999618530273,7.289999961853027,1.7999999523162842,4.599999904632568,1.0,1.5700000524520874,3.1700000762939453,6.670000076293945,,3.5,,,2.430000066757202,2.0,,,4.67,5.17,,3.57,4.43,,,0.33,7.0,3.5,5.329999923706055,,,,,,,,,,,2020.1
143,ge,west,EU member state,2006.0,11.0,301.0,41521.0,CDU,27.8,29.3,2005.0,36.5,christdem,in government,6.36,6.6666665,1.9,,,5.67,,6.18,,,,5.67,,,6.44,2.36,6.36,6.82,,,,6.91,,,,5.630000114440918,7.130000114440918,6.380000114440918,6.630000114440918,5.139999866485596,4.860000133514404,,7.429999828338623,7.139999866485596,6.170000076293945,4.670000076293945,6.710000038146973,5.570000171661377,7.710000038146973,6.860000133514404,,8.14,,,6.0,3.859999895095825,,,6.29,4.0,,4.86,4.29,,,6.33,5.0,5.429999828338623,5.289999961853027,,,,,,,,,,,2020.1
144,ge,west,EU member state,2006.0,11.0,304.0,41113.0,Grunen,8.1,8.3,2005.0,11.899999618530273,green,not in government,5.82,5.766667,2.7,,,6.22,,5.0,,,,5.78,,,5.56,5.82,3.09,4.0,,,,1.45,,,,3.880000114440918,6.75,5.5,6.25,3.2899999618530273,6.429999828338623,,2.0,8.0,0.5,6.170000076293945,2.7100000381469727,1.7100000381469727,1.8600000143051147,7.570000171661377,,1.29,,,2.2899999618530273,3.0,,,1.14,4.57,,4.14,4.29,,,1.83,6.33,1.8600000143051147,6.570000171661377,,,,,,,,,,,2020.1
145,ge,west,EU member state,2006.0,11.0,303.0,41420.0,FDP,9.8,9.9,2005.0,6.099999904632568,liberal,not in government,6.27,4.8333335,1.8,,,5.78,,6.82,,,,4.67,,,6.11,4.6,6.64,8.64,,,,3.45,,,,8.630000114440918,7.75,9.0,8.380000114440918,7.139999866485596,5.710000038146973,,2.859999895095825,7.570000171661377,1.3300000429153442,5.0,1.7100000381469727,1.7100000381469727,4.710000038146973,6.139999866485596,,5.0,,,3.0,3.0,,,4.29,3.43,,4.5,3.86,,,5.33,4.17,4.289999961853027,5.0,,,,,,,,,,,2020.1
146,ge,west,EU member state,2006.0,11.0,308.0,,CSU,7.4,7.5,2005.0,8.0,christdem,in government,5.36,5.766667,2.8,,,5.44,,5.55,,,,5.5,,,6.0,1.64,7.64,6.45,,,,8.18,,,,5.630000114440918,7.380000114440918,6.0,6.25,4.860000133514404,5.0,,8.859999656677246,7.429999828338623,7.829999923706055,6.170000076293945,7.710000038146973,6.570000171661377,8.710000038146973,8.0,,9.0,,,8.0,5.429999828338623,,,7.43,4.71,,3.14,6.0,,,6.17,4.83,6.0,5.860000133514404,,,,,,,,,,,2020.1
147,ge,west,EU member state,2010.0,18.0,301.0,41521.0,CDU,27.3,31.2,2009.0,30.700000762939453,christdem,in government,6.0,8.039215,3.4117646,,1.0,5.857142925262451,,6.133333206176758,,,,4.75,,,5.92307710647583,2.4375,6.125,6.0,,,,6.25,,,,5.133333206176758,6.266666889190674,5.5333333015441895,5.333333492279053,5.333333492279053,5.133333206176758,,6.4666666984558105,5.933333396911621,5.133333206176758,4.800000190734863,6.666666507720947,6.733333110809326,6.666666507720947,6.933333396911621,,7.3333335,6.357143,,6.0,4.666666507720947,6.0,5.4666667,,,,4.285714,3.2857144,2.8,5.8,,,6.214285850524902,4.0,,,,,,,,,,,2020.1
148,ge,west,EU member state,2010.0,18.0,304.0,41113.0,Grunen,10.7,10.9,2009.0,12.100000381469727,green,not in government,6.0,6.470588,3.0,,1.0,6.214285850524902,,5.4666666984558105,,,,5.400000095367432,,,5.25,6.0,3.625,3.875,,,,1.875,,,,3.200000047683716,5.4666666984558105,3.5999999046325684,5.4666666984558105,2.866666555404663,6.199999809265137,,1.8666666746139526,7.866666793823242,1.1333333253860474,8.0,1.9333332777023315,3.133333444595337,1.7333333492279053,7.066666603088379,,2.2,8.142858,,3.133333444595337,4.0,2.3333333,9.333333,,,,3.5714285,3.7857144,5.866667,6.4666667,,,1.5714285373687744,6.5,,,,,,,,,,,2020.1
149,ge,west,EU member state,2010.0,18.0,306.0,41223.0,LINKE,11.9,12.2,2009.0,7.599999904632568,rad left,not in government,3.2941176891326904,4.3137255,3.3333333,,2.3529413,5.199999809265137,,2.538461446762085,,,,4.5,,,2.090909004211426,4.636363506317139,1.3125,1.0,,,,4.615384578704834,,,,0.8666666746139526,7.400000095367432,0.8666666746139526,7.199999809265137,0.46666666865348816,9.0,,3.799999952316284,5.199999809265137,2.538461446762085,4.642857074737549,1.2666666507720947,2.9285714626312256,3.0714285373687744,5.066666603088379,,3.7692308,5.6363635,,2.0714285373687744,3.857142925262451,4.230769,5.428571,,,,5.8,2.8461537,8.066667,7.3333335,,,3.0,5.25,,,,,,,,,,,2020.1
150,ge,west,EU member state,2010.0,18.0,302.0,41320.0,SPD,23.0,23.5,2009.0,20.799999237060547,socialist,not in government,5.882352828979492,6.8627453,2.875,,1.0588236,5.9285712242126465,,5.133333206176758,,,,5.2727274894714355,,,5.769230842590332,4.75,3.625,3.0,,,,4.5,,,,2.866666555404663,6.266666889190674,3.4666666984558105,5.400000095367432,3.066666603088379,7.0,,4.933333396911621,5.400000095367432,3.799999952316284,4.866666793823242,3.5333333015441895,3.3333332538604736,4.857142925262451,6.4666666984558105,,5.4666667,6.0,,3.7333333492279053,3.866666555404663,5.2,5.8,,,,5.428571,3.2142856,4.0666666,5.6,,,4.4285712242126465,4.307692527770996,,,,,,,,,,,2020.1
